RECTYPE,,Record type
71,,"1 or more years of college credit, no degree"
80,,2 years of college
81,,"Associate's degree, type not specified"
82,,"Associate's degree, occupational program"
83,,"Associate's degree, academic program"
90,,3 years of college
100,,4 years of college
101,,Bachelor's degree
110,,5+ years of college
111,,6 years of college (6+ in 1960-1970)
112,,7 years of college
113,,8+ years of college
114,,Master's degree
115,,Professional degree beyond a bachelor's degree
116,,Doctoral degree
999,,Missing
,,
GRADEATT,,Grade level attending [general version]
0,,N/A
1,,Nursery school/preschool
2,,Kindergarten
3,,Grade 1 to grade 4
4,,Grade 5 to grade 8
5,,Grade 9 to grade 12
6,,College undergraduate
7,,Graduate or professional school
,,
GRADEATTD,,Grade level attending [detailed version]
0,,N/A
10,,Nursery school/preschool
20,,Kindergarten
30,,Grade 1 to grade 4
31,,Grade 1
32,,Grade 2
33,,Grade 3
34,,Grade 4
40,,Grade 5 to grade 8
41,,Grade 5
42,,Grade 6
43,,Grade 7
44,,Grade 8
50,,Grade 9 to grade 12
51,,Grade 9
52,,Grade 10
53,,Grade 11
54,,Grade 12
60,,College undergraduate
61,,First year of college
62,,Second year of college
63,,Third year of college
64,,Fourth year of college
70,,Graduate or professional school
71,,Fifth year of college
72,,Sixth year of college
73,,Seventh year of college
74,,Eighth year of college
,,
SCHLTYPE,,Public or private school
0,,N/A
1,,Not enrolled
2,,Public school
3,,"Private school (1960,1990-2000,ACS,PRCS)"
4,,Church-related (1980)
5,,Parochial (1970)
6,,"Other private, 1980"
7,,"Other private, 1970"
,,
DEGFIELD,,Field of degree [general version]
0,,N/A
11,,Agriculture
13,,Environment and Natural Resources
14,,Architecture
15,,"Area, Ethnic, and Civilization Studies"
19,,Communications
20,,Communication Technologies
21,,Computer and Information Sciences
22,,Cosmetology Services and Culinary Arts
23,,Education Administration and Teaching
24,,Engineering
25,,Engineering Technologies
26,,Linguistics and Foreign Languages
29,,Family and Consumer Sciences
32,,Law
33,,"English Language, Literature, and Composition"
34,,Liberal Arts and Humanities
35,,Library Science
36,,Biology and Life Sciences
37,,Mathematics and Statistics
38,,Military Technologies
40,,Interdisciplinary and Multi-Disciplinary Studies (General)
41,,"Physical Fitness, Parks, Recreation, and Leisure"
48,,Philosophy and Religious Studies
49,,Theology and Religious Vocations
50,,Physical Sciences
51,,"Nuclear, Industrial Radiology, and Biological Technologies"
52,,Psychology
53,,Criminal Justice and Fire Protection
54,,"Public Affairs, Policy, and Social Work"
55,,Social Sciences
56,,Construction Services
57,,Electrical and Mechanic Repairs and Technologies
58,,Precision Production and Industrial Arts
59,,Transportation Sciences and Technologies
60,,Fine Arts
61,,Medical and Health Sciences and Services
62,,Business
64,,History
,,
DEGFIELDD,,Field of degree [detailed version]
0,,N/A
1100,,General Agriculture
1101,,Agriculture Production and Management
1102,,Agricultural Economics
1103,,Animal Sciences
1104,,Food Science
1105,,Plant Science and Agronomy
1106,,Soil Science
1199,,Miscellaneous Agriculture
1300,,Environment and Natural Resources
1301,,Environmental Science
1302,,Forestry
1303,,Natural Resources Management
1401,,Architecture
1501,,"Area, Ethnic, and Civilization Studies"
1900,,Communications
1901,,Communications
1902,,Journalism
1903,,Mass Media
1904,,Advertising and Public Relations
2001,,Communication Technologies
2100,,Computer and Information Systems
2101,,Computer Programming and Data Processing
2102,,Computer Science
2105,,Information Sciences
2106,,Computer Information Management and Security
2107,,Computer Networking and Telecommunications
2201,,Cosmetology Services and Culinary Arts
2300,,General Education
2301,,Educational Administration and Supervision
2303,,School Student Counseling
2304,,Elementary Education
2305,,Mathematics Teacher Education
2306,,Physical and Health Education Teaching
2307,,Early Childhood Education
2308,,Science  and Computer Teacher Education
2309,,Secondary Teacher Education
2310,,Special Needs Education
2311,,Social Science or History Teacher Education
2312,,Teacher Education:  Multiple Levels
2313,,Language and Drama Education
2314,,Art and Music Education
2399,,Miscellaneous Education
2400,,General Engineering
2401,,Aerospace Engineering
2402,,Biological Engineering
2403,,Architectural Engineering
2404,,Biomedical Engineering
2405,,Chemical Engineering
2406,,Civil Engineering
2407,,Computer Engineering
2408,,Electrical Engineering
2409,,"Engineering Mechanics, Physics, and Science"
2410,,Environmental Engineering
2411,,Geological and Geophysical Engineering
2412,,Industrial and Manufacturing Engineering
2413,,Materials Engineering and Materials Science
2414,,Mechanical Engineering
2415,,Metallurgical Engineering
2416,,Mining and Mineral Engineering
2417,,Naval Architecture and Marine Engineering
2418,,Nuclear Engineering
2419,,Petroleum Engineering
2499,,Miscellaneous Engineering
2500,,Engineering Technologies
2501,,Engineering and Industrial Management
2502,,Electrical Engineering Technology
2503,,Industrial Production Technologies
2504,,Mechanical Engineering Related Technologies
2599,,Miscellaneous Engineering Technologies
2600,,Linguistics and Foreign Languages
2601,,Linguistics and Comparative Language and Literature
2602,,"French, German, Latin and Other Common Foreign Language Studies"
2603,,Other Foreign Languages
2901,,Family and Consumer Sciences
3200,,Law
3201,,Court Reporting
3202,,Pre-Law and Legal Studies
3300,,"English Language, Literature, and Composition"
3301,,English Language and Literature
3302,,Composition and Speech
3400,,Liberal Arts and Humanities
3401,,Liberal Arts
3402,,Humanities
3501,,Library Science
3600,,Biology
3601,,Biochemical Sciences
3602,,Botany
3603,,Molecular Biology
3604,,Ecology
3605,,Genetics
3606,,Microbiology
3607,,Pharmacology
3608,,Physiology
3609,,Zoology
3611,,Neuroscience
3699,,Miscellaneous Biology
3700,,Mathematics
3701,,Applied Mathematics
3702,,Statistics and Decision Science
3801,,Military Technologies
4000,,Interdisciplinary and Multi-Disciplinary Studies (General)
4001,,Intercultural and International Studies
4002,,Nutrition Sciences
4003,,Neuroscience
4005,,Mathematics and Computer Science
4006,,Cognitive Science and Biopsychology
4007,,Interdisciplinary Social Sciences
4008,,Multi-disciplinary or General Science
4101,,"Physical Fitness, Parks, Recreation, and Leisure"
4801,,Philosophy and Religious Studies
4901,,Theology and Religious Vocations
5000,,Physical Sciences
5001,,Astronomy and Astrophysics
5002,,Atmospheric Sciences and Meteorology
5003,,Chemistry
5004,,Geology and Earth Science
5005,,Geosciences
5006,,Oceanography
5007,,Physics
5008,,Materials Science
5098,,Multi-disciplinary or General Science
5102,,"Nuclear, Industrial Radiology, and Biological Technologies"
5200,,Psychology
5201,,Educational Psychology
5202,,Clinical Psychology
5203,,Counseling Psychology
5205,,Industrial and Organizational Psychology
5206,,Social Psychology
5299,,Miscellaneous Psychology
5301,,Criminal Justice and Fire Protection
5400,,"Public Affairs, Policy, and Social Work"
5401,,Public Administration
5402,,Public Policy
5403,,Human Services and Community Organization
5404,,Social Work
5500,,General Social Sciences
5501,,Economics
5502,,Anthropology and Archeology
5503,,Criminology
5504,,Geography
5505,,International Relations
5506,,Political Science and Government
5507,,Sociology
5599,,Miscellaneous Social Sciences
5601,,Construction Services
5701,,Electrical and Mechanic Repairs and Technologies
5801,,Precision Production and Industrial Arts
5901,,Transportation Sciences and Technologies
6000,,Fine Arts
6001,,Drama and Theater Arts
6002,,Music
6003,,Visual and Performing Arts
6004,,Commercial Art and Graphic Design
6005,,"Film, Video and Photographic Arts"
6006,,Art History and Criticism
6007,,Studio Arts
6099,,Miscellaneous Fine Arts
6100,,General Medical and Health Services
6102,,Communication Disorders Sciences and Services
6103,,Health and Medical Administrative Services
6104,,Medical Assisting Services
6105,,Medical Technologies Technicians
6106,,Health and Medical Preparatory Programs
6107,,Nursing
6108,,"Pharmacy, Pharmaceutical Sciences, and Administration"
6109,,Treatment Therapy Professions
6110,,Community and Public Health
6199,,Miscellaneous Health Medical Professions
6200,,General Business
6201,,Accounting
6202,,Actuarial Science
6203,,Business Management and Administration
6204,,"Operations, Logistics and E-Commerce"
6205,,Business Economics
6206,,Marketing and Marketing Research
6207,,Finance
6209,,Human Resources and Personnel Management
6210,,International Business
6211,,Hospitality Management
6212,,Management Information Systems and Statistics
6299,,Miscellaneous Business and Medical Administration
6402,,History
6403,,United States History
,,
EMPSTAT,,Employment status [general version]
0,,N/A
1,,Employed
2,,Unemployed
3,,Not in labor force
,,
EMPSTATD,,Employment status [detailed version]
0,,N/A
,,In Labor Force
,,Employed
10,,At work
11,,"At work, public emerg"
12,,"Has job, not working"
13,,Armed forces
14,,Armed forces--at work
15,,Armed forces--not at work but with job
20,,Unemployed
21,,"Unemp, exper worker"
22,,"Unemp, new worker"
30,,Not in Labor Force
31,,"NILF, housework"
32,,"NILF, unable to work"
33,,"NILF, school"
34,,"NILF, other"
,,
LABFORCE,,Labor force status
0,,N/A
1,,"No, not in the labor force"
2,,"Yes, in the labor force"
,,
CLASSWKR,,Class of worker [general version]
0,,N/A
1,,Self-employed
2,,Works for wages
,,
CLASSWKRD,,Class of worker [detailed version]
0,,N/A
10,,Self-employed
11,,Employer
12,,Working on own account
13,,"Self-employed, not incorporated"
14,,"Self-employed, incorporated"
20,,Works for wages
21,,Works on salary (1920)
22,,"Wage/salary, private"
23,,Wage/salary at non-profit
24,,"Wage/salary, government"
25,,Federal govt employee
26,,Armed forces
27,,State govt employee
28,,Local govt employee
29,,Unpaid family worker
,,
OCC1950,,"Occupation, 1950 basis"
,,"Professional, Technical:"
0,,Accountants and auditors
1,,Actors and actresses
2,,Airplane pilots and navigators
3,,Architects
4,,Artists and art teachers
5,,Athletes
6,,Authors
7,,Chemists
8,,Chiropractors
9,,Clergymen
10,,College presidents and deans
,,Professors and instructors:
12,,Agricultural sciences-Professors and instructors
13,,Biological sciences-Professors and instructors
14,,Chemistry-Professors and instructors
15,,Economics-Professors and instructors
16,,Engineering-Professors and instructors
17,,Geology and geophysics-Professors and instructors
18,,Mathematics-Professors and instructors
19,,Medical Sciences-Professors and instructors
23,,Physics-Professors and instructors
24,,Psychology-Professors and instructors
25,,Statistics-Professors and instructors
26,,Natural science (nec)-Professors and instructors
27,,Social sciences (nec)-Professors and instructors
28,,Non-scientific subjects-Professors and instructors
29,,Subject not specified-Professors and instructors
31,,Dancers and dancing teachers
32,,Dentists
33,,Designers
34,,Dietitians and nutritionists
35,,Draftsmen
36,,Editors and reporters
41,,Aeronautical-Engineers
42,,Chemical-Engineers
43,,Civil-Engineers
44,,Electrical-Engineers
45,,Industrial-Engineers
46,,Mechanical-Engineers
47,,"Metallurgical, metallurgists-Engineers"
48,,Mining-Engineers
49,,Engineers (nec)
51,,Entertainers (nec)
52,,Farm and home management advisors
53,,Foresters and conservationists
54,,Funeral directors and embalmers
55,,Lawyers and judges
56,,Librarians
57,,Musicians and music teachers
58,,"Nurses, professional"
59,,"Nurses, student professional"
61,,Agricultural scientists
62,,Biological scientists
63,,Geologists and geophysicists
67,,Mathematicians
68,,Physicists
69,,Misc. natural scientists
70,,Optometrists
71,,Osteopaths
72,,Personnel and labor relations workers
73,,Pharmacists
74,,Photographers
75,,Physicians and surgeons
76,,Radio operators
77,,Recreation and group workers
78,,Religious workers
79,,"Social and welfare workers, except group"
81,,Economists
82,,Psychologists
83,,Statisticians and actuaries
84,,Misc social scientists
91,,Sports instructors and officials
92,,Surveyors
93,,Teachers (n.e.c.)
94,,Medical and dental-technicians
95,,Testing-technicians
96,,Technicians (nec)
97,,Therapists and healers (nec)
98,,Veterinarians
99,,"Professional, technical and kindred workers (nec)"
,,Farmers:
100,,Farmers (owners and tenants)
123,,Farm managers
,,"Managers, Officials, and Proprietors:"
200,,"Buyers and dept heads, store"
201,,"Buyers and shippers, farm products"
203,,"Conductors, railroad"
204,,Credit men
205,,"Floormen and floor managers, store"
210,,"Inspectors, public administration"
230,,"Managers and superintendants, building"
240,,"Officers, pilots, pursers and engineers, ship"
250,,"Officials and administratators (nec), public administration"
260,,"Officials, lodge, society, union, etc."
270,,Postmasters
280,,Purchasing agents and buyers (nec)
290,,"Managers, officials, and proprietors (nec)"
,,Clerical and Kindred
300,,Agents (nec)
301,,"Attendants and assistants, library"
302,,"Attendants, physicians and dentists office"
304,,"Baggagemen, transportation"
305,,Bank tellers
310,,Bookkeepers
320,,Cashiers
321,,"Collectors, bill and account"
322,,"Dispatchers and starters, vehicle"
325,,Express messengers and railway mail clerks
335,,Mail carriers
340,,Messengers and office boys
341,,Office machine operators
342,,Shipping and receiving clerks
350,,"Stenographers, typists, and secretaries"
360,,Telegraph messengers
365,,Telegraph operators
370,,Telephone operators
380,,"Ticket, station, and express agents"
390,,Clerical and kindred workers (n.e.c.)
,,Sales workers:
400,,Advertising agents and salesmen
410,,Auctioneers
420,,Demonstrators
430,,Hucksters and peddlers
450,,Insurance agents and brokers
460,,Newsboys
470,,Real estate agents and brokers
480,,Stock and bond salesmen
490,,Salesmen and sales clerks (nec)
,,Craftsmen:
500,,Bakers
501,,Blacksmiths
502,,Bookbinders
503,,Boilermakers
504,,"Brickmasons,stonemasons, and tile setters"
505,,Cabinetmakers
510,,Carpenters
511,,Cement and concrete finishers
512,,Compositors and typesetters
513,,"Cranemen,derrickmen, and hoistmen"
514,,Decorators and window dressers
515,,Electricians
520,,Electrotypers and stereotypers
521,,"Engravers, except photoengravers"
522,,"Excavating, grading, and road machinery operators"
523,,Foremen (nec)
524,,Forgemen and hammermen
525,,Furriers
530,,Glaziers
531,,"Heat treaters, annealers, temperers"
532,,"Inspectors, scalers, and graders log and lumber"
533,,Inspectors (nec)
534,,"Jewelers, watchmakers, goldsmiths, and silversmiths"
535,,"Job setters, metal"
540,,"Linemen and servicemen, telegraph, telephone, and power"
541,,Locomotive engineers
542,,Locomotive firemen
543,,Loom fixers
544,,Machinists
545,,Airplane-mechanics and repairmen
550,,Automobile-mechanics and repairmen
551,,Office machine-mechanics and repairmen
552,,Radio and television-mechanics and repairmen
553,,Railroad and car shop-mechanics and repairmen
554,,Mechanics and repairmen (nec)
555,,"Millers, grain, flour, feed, etc"
560,,Millwrights
561,,"Molders, metal"
562,,Motion picture projectionists
563,,Opticians and lens grinders and polishers
564,,"Painters, construction and maintenance"
565,,Paperhangers
570,,"Pattern and model makers, except paper"
571,,Photoengravers and lithographers
572,,Piano and organ tuners and repairmen
573,,Plasterers
574,,Plumbers and pipe fitters
575,,"Pressmen and plate printers, printing"
580,,"Rollers and roll hands, metal"
581,,Roofers and slaters
582,,"Shoemakers and repairers, except factory"
583,,Stationary engineers
584,,Stone cutters and stone carvers
585,,Structural metal workers
590,,Tailors and tailoresses
591,,"Tinsmiths, coppersmiths, and sheet metal workers"
592,,"Tool makers, and die makers and setters"
593,,Upholsterers
594,,Craftsmen and kindred workers (nec)
595,,Members of the armed services
,,Operatives:
600,,Auto mechanics apprentice
601,,Bricklayers and masons apprentice
602,,Carpenters apprentice
603,,Electricians apprentice
604,,Machinists and toolmakers apprentice
605,,"Mechanics, except auto apprentice"
610,,Plumbers and pipe fitters apprentice
611,,"Apprentices, building trades (nec)"
612,,"Apprentices, metalworking trades (nec)"
613,,"Apprentices, printing  trades"
614,,"Apprentices, other specified trades"
615,,"Apprentices, trade not specified"
620,,Asbestos and insulation workers
621,,"Attendants, auto service and parking"
622,,Blasters and powdermen
623,,"Boatmen, canalmen, and lock keepers"
624,,"Brakemen, railroad"
625,,Bus drivers
630,,"Chainmen, rodmen, and axmen, surveying"
631,,"Conductors, bus and street railway"
632,,Deliverymen and routemen
633,,"Dressmakers and seamstresses, except factory"
634,,Dyers
635,,"Filers, grinders, and polishers, metal"
640,,"Fruit, nut, and vegetable graders, and packers, except facto"
641,,"Furnacemen, smeltermen and pourers"
642,,"Heaters, metal"
643,,Laundry and dry cleaning Operatives
644,,"Meat cutters, except slaughter and packing house"
645,,Milliners
650,,Mine operatives and laborers
660,,"Motormen, mine, factory, logging camp, etc"
661,,"Motormen, street, subway, and elevated railway"
662,,"Oilers and greaser, except auto"
670,,"Painters, except construction or maintenance"
671,,Photographic process workers
672,,Power station operators
673,,Sailors and deck hands
674,,Sawyers
675,,"Spinners, textile"
680,,Stationary firemen
681,,"Switchmen, railroad"
682,,Taxicab drivers and chauffeurs
683,,Truck and tractor drivers
684,,"Weavers, textile"
685,,Welders and flame cutters
690,,Operative and kindred workers (nec)
,,Service Workers (private household):
700,,"Housekeepers, private household"
710,,"Laundresses, private household"
720,,Private household workers (nec)
,,Service Workers (not household):
730,,"Attendants, hospital and other institution"
731,,"Attendants, professional and personal service (nec)"
732,,"Attendants, recreation and amusement"
740,,"Barbers, beauticians, and manicurists"
750,,Bartenders
751,,Bootblacks
752,,Boarding and lodging house keepers
753,,Charwomen and cleaners
754,,"Cooks, except private household"
760,,Counter and fountain workers
761,,Elevator operators
762,,"Firemen, fire protection"
763,,"Guards, watchmen, and doorkeepers"
764,,"Housekeepers and stewards, except private household"
770,,Janitors and sextons
771,,Marshals and constables
772,,Midwives
773,,Policemen and detectives
780,,Porters
781,,Practical nurses
782,,Sheriffs and bailiffs
783,,"Ushers, recreation and amusement"
784,,Waiters and waitresses
785,,Watchmen (crossing) and bridge tenders
790,,"Service workers, except private household (nec)"
,,Farm Laborers:
810,,Farm foremen
820,,"Farm laborers, wage workers"
830,,"Farm laborers, unpaid family workers"
840,,"Farm service laborers, self-employed"
,,Laborers:
910,,Fishermen and oystermen
920,,Garage laborers and car washers and greasers
930,,"Gardeners, except farm and groundskeepers"
940,,Longshoremen and stevedores
950,,"Lumbermen, raftsmen, and woodchoppers"
960,,Teamsters
970,,Laborers (nec)
979,,Not yet classified
,,Non-occupational response:
980,,Keeps house/housekeeping at home/housewife
981,,Imputed keeping house (1850-1900)
982,,Helping at home/helps parents/housework
983,,At school/student
984,,Retired
985,,Unemployed/without occupation
986,,Invalid/disabled w/ no occupation reported
987,,Inmate
990,,New Worker
991,,Gentleman/lady/at leisure
995,,Other non-occupation
997,,Occupation missing/unknown
999,,N/A (blank)
,,
OCC1990,,"Occupation, 1990 basis"
,,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS
,,"Executive, Administrative, and Managerial Occupations:"
3,,Legislators
4,,Chief executives and public administrators
7,,Financial managers
8,,Human resources and labor relations managers
13,,"Managers and specialists in marketing, advertising, and public relations"
14,,Managers in education and related fields
15,,Managers of medicine and health occupations
16,,Postmasters and mail superintendents
17,,Managers of food-serving and lodging establishments
18,,Managers of properties and real estate
19,,Funeral directors
21,,"Managers of service organizations, n.e.c."
22,,"Managers and administrators, n.e.c."
,,Management Related Occupations:
23,,Accountants and auditors
24,,Insurance underwriters
25,,Other financial specialists
26,,Management analysts
27,,"Personnel, HR, training, and labor relations specialists"
28,,"Purchasing agents and buyers, of farm products"
29,,"Buyers, wholesale and retail trade"
33,,"Purchasing managers, agents and buyers, n.e.c."
34,,Business and promotion agents
35,,Construction inspectors
36,,"Inspectors and compliance officers, outside construction"
37,,Management support occupations
,,Professional Specialty Occupations
,,"Engineers, Architects, and Surveyors:"
43,,Architects
,,Engineers:
44,,Aerospace engineer
45,,"Metallurgical and materials engineers, variously phrased"
47,,"Petroleum, mining, and geological engineers"
48,,Chemical engineers
53,,Civil engineers
55,,Electrical engineer
56,,Industrial engineers
57,,Mechanical engineers
59,,Not-elsewhere-classified engineers
,,Mathematical and Computer Scientists:
64,,Computer systems analysts and computer scientists
65,,Operations and systems researchers and analysts
66,,Actuaries
67,,Statisticians
68,,Mathematicians and mathematical scientists
,,Natural Scientists:
69,,Physicists and astronomers
73,,Chemists
74,,Atmospheric and space scientists
75,,Geologists
76,,"Physical scientists, n.e.c."
77,,Agricultural and food scientists
78,,Biological scientists
79,,Foresters and conservation scientists
83,,Medical scientists
,,Health Diagnosing Occupations:
84,,Physicians
85,,Dentists
86,,Veterinarians
87,,Optometrists
88,,Podiatrists
89,,Other health and therapy
,,Health Assessment and Treating Occupations:
